name,year,metacritic_rating,reviewer_rating,positivity_ratio,to_beat_main,to_beat_extra,to_beat_completionist,extra_content_length,tags
The Survivalists,2020.0,69.0,6.0,3.147124719940254,20.77,45.82,48.3,27.53,Procedural Generation|Multiplayer|Action|Pixel Graphics|Adventure|Exploration|Character Customization|Co-op|Top-Down|Crafting|Casual|Survival|Singleplayer|Hunting|Online Co-Op|Open World Survival Craft|2D|Open World|Sandbox
Toukiden 2,2017.0,73.0,6.0,3.887272727272727,17.94,32.06,68.06,50.120000000000005,JRPG|Hunting|Online Co-Op|Demons|Anime|Action RPG|Third Person|Hack and Slash|Character Customization|Multiplayer|Action|Controller|Singleplayer|Co-op|Open World|RPG
Jurassic World Evolution,2018.0,69.0,8.0,6.534887151497271,24.54,40.77,63.31,38.77,Multiplayer|Strategy|Action|Resource Management|Adventure|Building|Atmospheric|Management|City Builder|Dinosaurs|Sandbox|Sexual Content|Casual|Survival|Simulation|Singleplayer|Great Soundtrack|Violent|Anime|Open World|Economy|Sci-fi
Planet Coaster,2016.0,84.0,8.0,10.6480972930561,26.54,44.42,73.32,46.78,First-Person|Multiplayer|Strategy|Action|Economy|Adventure|VR|Building|Atmospheric|Management|City Builder|Free to Play|Psychological Horror|FPS|Open World|Relaxing|God Game|3D|Funny|Casual|Simulation|Singleplayer|Realistic|Colorful|Third Person|Family Friendly|Great Soundtrack|Sandbox
Nioh: Complete Edition,2017.0,84.0,8.0,4.088272989426466,43.4,73.57,143.84,100.44,Horror|Historical|Multiplayer|Action|Dating Sim|Adventure|Atmospheric|Action RPG|Co-op|RPG|Dark Fantasy|JRPG|Souls-like|Nudity|Relaxing|Casual|Fantasy|Singleplayer|Ninja|Anime|Third Person|Hack and Slash|Loot|Difficult|Great Soundtrack
GWENT: The Witcher Card Game,2020.0,80.0,8.0,7.508870618779749,83.41,97.98,417.62,334.21000000000004,Multiplayer|Strategy|Card Game|Trading Card Game|Atmospheric|Free to Play|RPG|Nudity|Mature|Massively Multiplayer|Sexual Content|Casual|Deckbuilding|Fantasy|Card Battler|Singleplayer|PvP|Online Co-Op|Turn-Based|Difficult|Great Soundtrack|Board Game
Two Point Hospital,2018.0,83.0,8.0,10.9988090512108,38.69,75.2,137.7,99.01,Story Rich|Medical Sim|Multiplayer|Strategy|Heist|Building|Management|City Builder|Isometric|Tactical|Comedy|Turn-Based Tactics|Nudity|Classic|Funny|Casual|Indie|Cartoony|Retro|Singleplayer|Simulation|Family Friendly|Turn-Based|Replay Value|Sandbox
Sherlock Holmes: The Devil's Daughter,2016.0,65.0,6.0,3.884052388289677,10.18,11.54,12.28,2.1,Horror|Story Rich|First-Person|Action-Adventure|Crime|Multiplayer|Action|Adventure|Atmospheric|Puzzle|Investigation|Psychological Horror|Controller|Detective|Open World|Nudity|3D|Mystery|Casual|Thriller|Singleplayer|Choices Matter|Third Person|Great Soundtrack
Overcooked,2016.0,81.0,8.0,9.81957928802589,7.65,10.35,12.55,4.9,Co-op Campaign|Multiplayer|Action|Adventure|Memes|Split Screen|Free to Play|Psychological Horror|Co-op|Local Co-Op|Local Multiplayer|Funny|Casual|Indie|Cooking|Simulation|Singleplayer|Colorful|Cute|Online Co-Op|Family Friendly|Difficult|Great Soundtrack|4 Player Local
Iron Harvest,2020.0,75.0,6.0,2.595985298275375,21.79,32.08,45.79,24.0,Steampunk|Multiplayer|Strategy|Grand Strategy|Action|Mechs|RTS|Competitive|Gore|Co-op|World War I|Real-Time|Casual|Singleplayer|Alternate History|PvP|Online Co-Op|War|Sci-fi
Plants vs. Zombies: Battle for Neighborville™,2020.0,77.0,6.0,2.611842105263158,5.12,18.75,178.82,173.7,Horror|Hero Shooter|Multiplayer|Zombies|Strategy|Action|PvE|Free to Play|Tactical|Gore|Psychological Horror|Co-op|Third-Person Shooter|Nudity|Funny|Casual|Shooter|Singleplayer|PvP|Online Co-Op|Tower Defense|Anime|Family Friendly|NSFW
Anno 2205™,2015.0,72.0,5.0,2.2832512315270934,18.97,34.21,59.64,40.67,4X|Multiplayer|Strategy|RTS|Futuristic|Resource Management|Building|Atmospheric|Management|City Builder|Psychological Horror|Co-op|Sandbox|Survival Horror|Casual|Simulation|Singleplayer|Space|Great Soundtrack|Anime|Open World|Illuminati|Economy|Sci-fi
Pinball FX3,2017.0,89.0,8.0,7.171270718232044,2.68,8.74,350.48,347.8,Multiplayer|Physics|Free to Play|Score Attack|Top-Down|Local Multiplayer|1980s|Relaxing|Arcade|Casual|Retro|Singleplayer|Simulation|Realistic|Colorful|Family Friendly|Pinball|Replay Value|Sports
Sonic Mania,2017.0,84.0,8.0,14.13728129205922,5.67,9.06,19.34,13.67,Fast-Paced|Action-Adventure|Multiplayer|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Local Co-Op|Classic|Arcade|Casual|Cartoony|Retro|Remake|Singleplayer|Colorful|Family Friendly|2D|Great Soundtrack
Phoenix Wright: Ace Attorney Trilogy,2019.0,80.0,9.0,40.08731808731809,59.78,67.72,72.5,12.72,Story Rich|Visual Novel|Crime|Adventure|Puzzle|Memes|Dynamic Narration|Comedy|Detective|Nudity|Classic|Funny|Mystery|Sexual Content|Casual|Cult Classic|Singleplayer|Anime|Conversation|2D|Great Soundtrack
Fallout 4 VR,2017.0,78.0,5.0,1.6164283094976164,26.98,80.94,158.27,131.29000000000002,Horror|First-Person|Multiplayer|Action|Adventure|VR|Stealth|Building|Atmospheric|Memes|Character Customization|Walking Simulator|Gore|Psychological Horror|Co-op|Female Protagonist|RPG|FPS|Post-apocalyptic|Funny|Sexual Content|Casual|Survival|Shooter|Singleplayer|Great Soundtrack|Violent|Anime|Open World|Illuminati
Broken Age,2014.0,73.0,8.0,5.090692124105012,6.04,6.82,8.54,2.499999999999999,Episodic|Story Rich|Adventure|Crowdfunded|Puzzle|Female Protagonist|Comedy|Touch-Friendly|Classic|Kickstarter|Funny|Casual|Fantasy|Indie|Short|Retro|Cult Classic|Singleplayer|Hand-drawn|2D|Great Soundtrack|Sci-fi
OCTOPATH TRAVELER™,2019.0,80.0,8.0,6.364,60.63,80.21,103.8,43.17,Story Rich|Strategy|Pixel Graphics|Adventure|2.5D|Heist|Turn-Based Combat|Management|RPG|Open World|JRPG|Multiple Endings|Casual|Party-Based RPG|Simulation|Singleplayer|Choices Matter|Anime|Turn-Based|2D|Great Soundtrack|Sandbox
Unpacking,2021.0,84.0,8.0,12.369897959183673,3.64,4.13,4.35,0.7099999999999995,Story Rich|Pixel Graphics|Atmospheric|Puzzle|Isometric|Female Protagonist|Relaxing|Casual|Indie|Life Sim|Singleplayer|Simulation|Colorful|Inventory Management|Cute|Hidden Object|Family Friendly|2D|Experimental
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,2022.0,82.0,8.0,8.182284040995608,7.33,23.63,98.51,91.18,Hero Shooter|Multiplayer|Zombies|Action|Combat|Atmospheric|Team-Based|Character Customization|Controller|Co-op|Third-Person Shooter|Funny|Casual|Shooter|PvP|Colorful|Cute|Cartoon|Third Person|War
Grow Home,2015.0,75.0,8.0,10.840646651270209,2.52,4.32,7.74,5.220000000000001,Robots|Multiplayer|Adventure|Parkour|Platformer|Physics|Atmospheric|Exploration|Free to Play|Controller|Open World|Relaxing|Funny|Casual|Indie|Short|Singleplayer|3D Platformer|Cute|Third Person|Great Soundtrack|Sandbox
Dead Rising 4,2017.0,74.0,5.0,1.268553676216776,9.97,18.73,30.35,20.380000000000003,Horror|Multiplayer|Zombies|Action|Heist|Memes|Gore|Co-op|Comedy|Nudity|Funny|Survival Horror|Casual|Survival|Singleplayer|Violent|Online Co-Op|Anime|Third Person|Open World|Sandbox
Circuit Superstars,2021.0,82.0,8.0,6.868181818181818,6.11,12.2,24.35,18.24,Automobile Sim|Multiplayer|Action|Driving|Old School|Physics|Split Screen|Controller|Top-Down|Local Multiplayer|Early Access|Offroad|Racing|3D|Arcade|Casual|Indie|Retro|Replay Value|Sports|Singleplayer|Simulation|Wholesome|Cute|Difficult|Stylized|4 Player Local
Tooth and Tail,2017.0,80.0,8.0,4.012953367875648,8.89,11.21,16.64,7.75,Procedural Generation|Story Rich|Multiplayer|Strategy|Action|RTS|Pixel Graphics|Memes|Split Screen|Free to Play|Isometric|Competitive|Controller|Co-op|Local Co-Op|Local Multiplayer|Casual|Indie|Singleplayer|2D|Great Soundtrack|4 Player Local
Hack 'n' Slash,2014.0,73.0,5.0,1.1581632653061225,4.48,4.59,5.36,0.8799999999999999,Hacking|Puzzle|Casual|Action RPG|Fantasy|Indie|Hack and Slash|Action|2D|Singleplayer|Adventure|Female Protagonist|RPG|Early Access|Programming
Hitman GO: Definitive Edition,2016.0,72.0,8.0,5.688135593220339,4.97,6.26,7.21,2.24,Touch-Friendly|Atmospheric|Puzzle|Casual|Isometric|Strategy|Tabletop|Action|Turn-Based|Assassin|Minimalist|Great Soundtrack|Singleplayer|Stealth|Board Game
Yoku's Island Express,2018.0,84.0,9.0,24.923076923076923,5.62,8.03,11.24,5.62,Platformer|Hand-drawn|Cute|Physics|Casual|Indie|Family Friendly|2D|Pinball|Singleplayer|Controller|Adventure|Great Soundtrack|Metroidvania|Open World
Mighty No. 9,2016.0,52.0,5.0,1.0025252525252526,5.03,8.4,13.65,8.620000000000001,Robots|Horror|Multiplayer|Side Scroller|Action|Pixel Graphics|Futuristic|Dating Sim|Adventure|2.5D|Platformer|Free to Play|Walking Simulator|Gore|Co-op|Female Protagonist|Comedy|Nudity|Post-apocalyptic|Classic|Kickstarter|Survival Horror|Sexual Content|Casual|Indie|Retro|Singleplayer|Cute|Anime|Family Friendly|2D|Difficult|Great Soundtrack|Illuminati|Sci-fi
Trials Fusion™,2014.0,80.0,5.0,2.1535087719298245,6.72,23.74,92.89,86.17,Multiplayer|Level Editor|Action|Futuristic|Adventure|2.5D|Platformer|Physics|Competitive|Local Multiplayer|Racing|Funny|Arcade|Casual|Simulation|Singleplayer|2D|Difficult|Great Soundtrack|Sports
Pure Farming 2018,2018.0,69.0,6.0,2.7252475247524752,26.5,42.0,60.0,33.5,First-Person|Farming|Multiplayer|Colony Sim|Building|Management|City Builder|RPG|Sandbox|3D|Casual|Moddable|Life Sim|Singleplayer|Simulation|Farming Sim|Realistic|Family Friendly|Agriculture|Open World|Economy
Röki,2020.0,76.0,8.0,10.462311557788944,9.29,11.49,11.7,2.41,Snow|Story Rich|Pixel Graphics|Adventure|Nature|Atmospheric|Exploration|Puzzle|Narration|Female Protagonist|Beautiful|Mythology|Relaxing|Casual|Fantasy|Indie|Singleplayer|Emotional|Colorful|Third Person|Family Friendly|Great Soundtrack
Two Point Campus,2022.0,83.0,8.0,6.530805687203792,22.4,48.81,61.53,39.13,Strategy|Building|Management|City Builder|Isometric|Tactical|Comedy|Sandbox|Funny|Casual|Indie|Cartoony|Retro|Singleplayer|Simulation|Cute|Education|Family Friendly|Replay Value|Economy
Grow Up,2016.0,71.0,8.0,10.656934306569344,3.89,6.1,9.25,5.359999999999999,Robots|Platformer|Relaxing|Colorful|3D Platformer|Cute|Physics|Funny|Atmospheric|Exploration|Casual|Multiplayer|Indie|Family Friendly|Adventure|Open World|Singleplayer|Sci-fi
DIRT 5,2020.0,72.0,5.0,1.1248634874408443,8.34,14.28,22.95,14.61,First-Person|Automobile Sim|Multiplayer|Action|Driving|Adventure|Atmospheric|Local Multiplayer|Local Co-Op|Offroad|Racing|Arcade|Casual|Sports|Singleplayer|PvP|Realistic|Colorful|4 Player Local|Sandbox
Atelier Ryza 2: Lost Legends & the Secret Fairy,2021.0,84.0,8.0,10.003846153846156,32.59,52.55,64.82,32.22999999999999,Story Rich|Action|Dating Sim|Adventure|Turn-Based Combat|Romance|Memes|Free to Play|Psychological Horror|Female Protagonist|RPG|FPS|Open World|JRPG|Nudity|Mature|Crafting|Hentai|Sexual Content|Casual|Fantasy|Simulation|Singleplayer|Cute|Anime|Turn-Based|NSFW|Great Soundtrack
Toybox Turbos,2014.0,69.0,8.0,5.595419847328245,2.49,4.26,4.42,1.93,Cute|Racing|Funny|Arcade|Casual|Multiplayer|Family Friendly|Driving|Retro|Action|Singleplayer|Top-Down|Local Multiplayer|4 Player Local|VR
Moving Out,2020.0,79.0,6.0,3.696476964769648,5.05,8.52,15.15,10.1,Multiplayer|Action|Physics|Puzzle|Controller|Co-op|Local Co-Op|Local Multiplayer|Comedy|Beautiful|Funny|Casual|Indie|Simulation|Singleplayer|Great Soundtrack|Colorful|Family Friendly|Replay Value|4 Player Local
Costume Quest 2,2014.0,68.0,8.0,7.791666666666667,6.56,7.7,9.62,3.06,Horror|JRPG|Turn-Based Combat|Cute|Funny|Casual|Anime|Multiplayer|Indie|Family Friendly|Turn-Based|Action|Fantasy|Singleplayer|Adventure|Female Protagonist|Comedy|RPG
Hokko Life,2022.0,54.0,6.0,2.335,7.11,21.83,22.67,15.560000000000002,Farming|Multiplayer|Adventure|Cozy|Building|Character Customization|RPG|Early Access|Relaxing|Crafting|3D|Casual|Indie|Life Sim|Singleplayer|Simulation|Wholesome|Farming Sim|Colorful|Cute|Fishing|Third Person|Family Friendly|Agriculture
Kalimba,2015.0,81.0,8.0,14.517241379310343,6.22,34.62,61.76,55.54,Platformer|Casual|Action|Co-op|Local Co-Op|Difficult
Before We Leave,2021.0,72.0,6.0,3.8596491228070176,15.41,21.6,30.28,14.87,Strategy|Resource Management|Colony Sim|Building|Atmospheric|Management|City Builder|Top-Down|Sandbox|Relaxing|Post-apocalyptic|3D|Casual|Singleplayer|Simulation|Space|Family Friendly|Hex Grid|Economy|Sci-fi
Weedcraft Inc,2019.0,67.0,8.0,4.416342412451362,22.1,48.04,57.15,35.05,Realistic|Crafting|Clicker|Comedy|Crime|Medical Sim|Casual|Strategy|Indie|Management|Simulation|Resource Management|Great Soundtrack|Singleplayer
Automachef,2019.0,71.0,6.0,2.5205479452054798,25.93,40.81,67.65,41.720000000000006,Automation|Building|Funny|Management|Puzzle|Casual|Indie|Cooking|Resource Management|Simulation|Singleplayer|Programming
Atelier Ryza 3: Alchemist of the End & the Secret Key,2023.0,85.0,8.0,13.413333333333334,31.87,63.5,74.79,42.92,Story Rich|Lore-Rich|Adventure|Turn-Based Combat|Exploration|Puzzle|Collectathon|Female Protagonist|RPG|JRPG|Sequel|3D|Sexual Content|Casual|Party-Based RPG|Singleplayer|Simulation|Emotional|Colorful|Cute|Anime
Everybody's Gone to the Rapture,2016.0,76.0,5.0,2.2657952069716774,4.53,6.03,9.16,4.63,Horror|Story Rich|First-Person|Adventure|Atmospheric|Exploration|Memes|Walking Simulator|Psychological Horror|Female Protagonist|RPG|Beautiful|Nudity|Post-apocalyptic|Mystery|Casual|Indie|Singleplayer|Great Soundtrack|Anime|Open World|Illuminati|Sci-fi
Lumberhill,2021.0,62.0,8.0,4.333333333333333,4.94,6.0,7.0,2.06,Fast-Paced|Co-op Campaign|Multiplayer|Action|Nature|Team-Based|Split Screen|Controller|Co-op|Local Co-Op|Local Multiplayer|Comedy|Funny|Casual|Indie|Cartoony|Singleplayer|Simulation|PvP|Party Game|Colorful|Cute|Online Co-Op|Family Friendly|4 Player Local
Journey to the Center of the Earth,2016.0,65.0,5.0,0.76,6.88,7.9,32.9,26.02,Female Protagonist|Puzzle|Casual|Adventure
"""Trolley Problem, Inc.""",2022.0,76.0,5.0,2.0530035335689045,1.44,1.51,2.0,0.56,Underground|Surreal|Artificial Intelligence|Co-op|Philosophical|Comedy|Text-Based|Satire|Funny|Casual|Indie|Capitalism|Dark Humor|Life Sim|Simulation|Singleplayer|Choices Matter|Education|Immersive Sim|Minimalist
Gerda: A Flame in Winter,2022.0,82.0,8.0,96.0,6.67,7.04,7.81,1.1399999999999997,Story Rich|Historical|Adventure|Top-Down|Narration|Female Protagonist|RPG|Multiple Endings|Casual|Singleplayer|Emotional|Choose Your Own Adventure|Hand-drawn|Cute|Interactive Fiction|World War II|Third Person|Conversation|2D|Stylized
Psychonauts 2,2021.0,89.0,9.0,35.9601593625498,14.93,19.46,26.7,11.77,Story Rich|Action-Adventure|Action|Adventure|Platformer|Surreal|Controller|Comedy|Sequel|Funny|Arcade|Cartoony|Psychedelic|Cult Classic|Singleplayer|Psychological|Colorful|3D Platformer|Third Person|Great Soundtrack
Mortal Kombat X,2015.0,84.0,8.0,5.203953953953954,5.62,15.69,49.34,43.720000000000006,Horror|Multiplayer|Action|Fighting|2.5D|Atmospheric|Competitive|2D Fighter|Gore|Local Multiplayer|Female Protagonist|Mature|Arcade|Fantasy|Blood|Singleplayer|Violent|Online Co-Op|Third Person|Great Soundtrack
Resident Evil 7 Biohazard,2017.0,83.0,9.0,19.21422663358147,9.29,11.64,25.23,15.94,Horror|First-Person|Story Rich|Multiplayer|Zombies|Action|Adventure|VR|Atmospheric|Exploration|Puzzle|Memes|Gore|Psychological Horror|Co-op|FPS|Classic|Survival Horror|Survival|Shooter|Singleplayer|Violent
INSIDE,2016.0,87.0,9.0,28.633150517976844,3.54,4.04,4.66,1.12,Horror|Story Rich|Action-Adventure|Dystopian |Action|Adventure|2.5D|Stealth|Platformer|Soundtrack|Atmospheric|Exploration|Puzzle|Walking Simulator|Gore|Psychological Horror|Controller|2D Platformer|Dark Fantasy|Multiple Endings|Mystery|Survival Horror|Survival|Indie|Short|Singleplayer|Violent|Ambient|Dark|Narrative|2D|Difficult|Great Soundtrack|Metroidvania|Sci-fi
Hellblade: Senua's Sacrifice,2017.0,83.0,8.0,10.238533947526538,7.52,8.2,9.23,1.7100000000000009,Horror|Story Rich|Action-Adventure|Action|Adventure|Atmospheric|Walking Simulator|Gore|Female Protagonist|Mythology|Dark Fantasy|Fantasy|Indie|Blood|Singleplayer|Psychological|Realistic|Violent|Dark|Third Person|Hack and Slash
The Evil Within,2014.0,68.0,8.0,5.719242902208202,15.36,19.88,38.84,23.480000000000004,Horror|Story Rich|Zombies|Multiplayer|Strategy|Action|Adventure|Stealth|Atmospheric|Walking Simulator|Gore|Psychological Horror|Third-Person Shooter|Survival Horror|Survival|Shooter|Singleplayer|Dark|Third Person|Cinematic|Difficult|Open World
Green Hell,2019.0,78.0,8.0,6.601572739187418,17.37,26.97,32.88,15.510000000000002,Horror|First-Person|Action-Adventure|Multiplayer|Zombies|Action|Adventure|Resource Management|Building|Atmospheric|Exploration|Free to Play|Psychological Horror|Co-op|Early Access|Nudity|Crafting|Massively Multiplayer|Survival Horror|Sexual Content|Survival|Indie|Simulation|Singleplayer|Realistic|Online Co-Op|Open World Survival Craft|Immersive Sim|Difficult|Open World|Sandbox
Thief,2014.0,70.0,6.0,2.8656848828956707,10.96,22.53,45.31,34.35,3D Vision|Horror|First-Person|Steampunk|Strategy|Action|Adventure|Heist|Stealth|Parkour|Atmospheric|Reboot|RPG|FPS|Nudity|Fantasy|Assassin|Remake|Singleplayer|Dark|Medieval|Open World
Layers of Fear (2016),2016.0,71.0,8.0,8.125090383224874,3.37,4.66,10.62,7.249999999999999,Horror|Story Rich|First-Person|Multiplayer|Adventure|Atmospheric|Exploration|Puzzle|Walking Simulator|Surreal|Psychological Horror|Early Access|Mystery|Survival Horror|Indie|Short|Psychedelic|Singleplayer|Dark|Lovecraftian|Family Friendly|Great Soundtrack
Back 4 Blood,2021.0,77.0,5.0,1.892832932766377,11.8,20.75,126.02,114.22,Horror|First-Person|Zombies|Multiplayer|Action|Adventure|PvE|Gore|Co-op|FPS|Survival Horror|Survival|Blood|Shooter|Singleplayer|PvP|Violent|Online Co-Op|Replay Value
Quantum Break,2016.0,66.0,8.0,5.898213779415935,10.12,13.13,18.6,8.480000000000002,Horror|Episodic|Story Rich|Multiplayer|Action|Pixel Graphics|Adventure|Stealth|Atmospheric|Walking Simulator|Gore|Tactical|Controller|Female Protagonist|Movie|Third-Person Shooter|Open World|Nudity|Sexual Content|Survival|Shooter|Singleplayer|FMV|Bullet Time|Time Travel|Time Manipulation|Choices Matter|Third Person|Cinematic|Family Friendly|Difficult|Great Soundtrack|Sci-fi
Zombie Army Trilogy,2015.0,72.0,8.0,6.948458817584639,13.74,19.64,28.84,15.1,Horror|First-Person|Zombies|Multiplayer|Action|Free to Play|Gore|Co-op|Female Protagonist|Third-Person Shooter|FPS|Post-apocalyptic|Survival Horror|Survival|Shooter|Singleplayer|Sniper|World War II|Third Person|Open World|War
Murdered: Soul Suspect,2014.0,59.0,8.0,5.844888888888889,6.8,8.73,11.44,4.64,Horror|Story Rich|Crime|Action|Adventure|Stealth|Atmospheric|Puzzle|Free to Play|Walking Simulator|RPG|Detective|Noir|Mystery|Short|Singleplayer|Supernatural|Dark|Third Person|Open World
Blasphemous,2019.0,77.0,8.0,9.25886524822695,13.54,18.98,27.81,14.27,Horror|Lore-Rich|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Exploration|Gore|Dark Fantasy|Souls-like|Nudity|Indie|Blood|Singleplayer|Violent|Dark|Gothic|2D|Difficult|Great Soundtrack|Metroidvania
Wolfenstein: The Old Blood,2015.0,76.0,8.0,8.461624649859944,5.92,8.47,16.16,10.24,Horror|Story Rich|First-Person|Zombies|Multiplayer|Action|Adventure|Stealth|Atmospheric|Gore|FPS|Mature|Funny|Blood|Shooter|Singleplayer|Alternate History|World War II|War|Sci-fi
We Happy Few,2018.0,62.0,6.0,3.2448690728945504,20.57,39.94,66.44,45.87,Horror|Procedural Generation|Story Rich|First-Person|Dystopian |Multiplayer|Action|Adventure|Stealth|Atmospheric|Exploration|Psychological Horror|Early Access|Mature|Crafting|Survival Horror|Survival|Indie|Singleplayer|Dark|Open World
A Hat in Time,2017.0,79.0,9.0,48.86184909670563,9.39,14.51,17.93,8.54,Horror|Action|Adventure|Platformer|Atmospheric|Exploration|Psychological Horror|Co-op|Collectathon|Comedy|Female Protagonist|Open World|Kickstarter|Funny|Moddable|Indie|Singleplayer|Colorful|3D Platformer|Cute|Anime|Third Person|Family Friendly|Great Soundtrack
LEGO® Jurassic World,2015.0,72.0,8.0,10.55072463768116,10.53,17.58,30.06,19.53,Horror|Historical|Multiplayer|Action|Adventure|Building|Atmospheric|Puzzle|Free to Play|Controller|Co-op|Local Co-Op|Movie|Comedy|Dinosaurs|Funny|Singleplayer|Simulation|LEGO|Third Person|Family Friendly|Open World
Arizona Sunshine®,2016.0,81.0,6.0,3.9244730679156903,4.04,5.78,7.94,3.9,Horror|Co-op Campaign|First-Person|Multiplayer|Zombies|Action|Adventure|VR|Free to Play|Gore|Co-op|FPS|Post-apocalyptic|Funny|Survival Horror|Survival|Indie|Shooter|Singleplayer|Violent|Online Co-Op|Difficult|Open World
Zombie Army 4: Dead War,2021.0,74.0,8.0,5.561085972850679,11.63,16.42,63.32,51.69,Horror|Zombies|Multiplayer|Action|Adventure|Combat|PvE|Demons|Gore|Co-op|Third-Person Shooter|Shooter|Singleplayer|Alternate History|Violent|Dark|Sniper|World War II|Third Person|Open World
Dead Space™ 3,2020.0,78.0,6.0,3.123050259965338,12.65,16.37,23.92,11.27,Horror|Multiplayer|Action|Futuristic|Combat|Gore|Co-op|Third-Person Shooter|Crafting|Survival Horror|Survival|Thriller|Shooter|Singleplayer|Space|Violent|Dark|Online Co-Op|Third Person|Sci-fi
>observer_,2017.0,78.0,6.0,3.782136894824708,6.92,8.59,11.49,4.57,Horror|Story Rich|First-Person|Dystopian |Action|Futuristic|Adventure|Stealth|Atmospheric|Cyberpunk|Walking Simulator|Gore|Psychological Horror|Detective|Nudity|Survival|Indie|Singleplayer|Violent|Dark|Sci-fi
Blair Witch,2019.0,69.0,6.0,3.565356856455493,5.19,5.98,8.6,3.4099999999999997,Horror|Story Rich|First-Person|Multiplayer|Adventure|Soundtrack|Atmospheric|Walking Simulator|Investigation|Psychological Horror|Co-op|Mature|Survival Horror|Survival|Indie|Dog|Singleplayer|Psychological|Violent|Dark|Cinematic|Great Soundtrack
LEGO® City Undercover,2017.0,80.0,8.0,8.283068783068783,15.51,24.17,49.28,33.77,Horror|Crime|Multiplayer|Action|Driving|Adventure|Exploration|Memes|Split Screen|Free to Play|Gore|Psychological Horror|Co-op|Local Co-Op|Local Multiplayer|Controller|Comedy|Nudity|Racing|Hentai|Funny|Sexual Content|Singleplayer|LEGO|Online Co-Op|Anime|World War II|Family Friendly|NSFW|Open World|Sandbox
Sheltered,2016.0,62.0,8.0,4.339202965708989,23.01,28.62,33.71,10.7,Horror|Zombies|Side Scroller|Strategy|Pixel Graphics|Resource Management|Adventure|Building|Management|RPG|Early Access|Post-apocalyptic|Crafting|Survival|Indie|Singleplayer|Simulation|2D|Difficult|Open World
Oxenfree,2016.0,80.0,8.0,12.20817843866171,4.43,5.58,13.03,8.6,Horror|Story Rich|Side Scroller|Adventure|2.5D|Atmospheric|Memes|Walking Simulator|Psychological Horror|Female Protagonist|Multiple Endings|Mystery|Indie|Short|Thriller|Singleplayer|Supernatural|Choices Matter|Lovecraftian|2D|Great Soundtrack|Illuminati
Strange Brigade,2018.0,68.0,8.0,5.637634408602151,8.17,11.86,27.29,19.12,Horror|Co-op Campaign|Multiplayer|Zombies|Action|Adventure|PvE|Puzzle|Co-op|Third-Person Shooter|Comedy|FPS|Mythology|Nudity|Funny|Survival|Shooter|Singleplayer|Violent|Online Co-Op|Third Person|Open World
Grim Fandango Remastered,2015.0,84.0,8.0,9.524590163934429,10.81,11.5,12.01,1.1999999999999993,Horror|Story Rich|Old School|Adventure|Escape Room|Atmospheric|Puzzle|Comedy|Noir|Classic|Funny|Indie|Retro|Dark Humor|Cult Classic|Remake|Singleplayer|Great Soundtrack|Anime|Third Person|Difficult|Open World
DOOM VFR,2017.0,69.0,5.0,1.2508417508417509,3.15,4.54,4.59,1.44,Horror|Violent|First-Person|VR|Action|Gore|Shooter|Great Soundtrack|Singleplayer|FPS|Sci-fi
Atelier Ryza: Ever Darkness & the Secret Hideout,2019.0,75.0,8.0,6.698257080610022,27.2,42.09,60.39,33.19,Horror|Story Rich|Multiplayer|Action|Adventure|Turn-Based Combat|Exploration|Character Customization|Psychological Horror|Female Protagonist|RPG|FPS|Open World|Souls-like|JRPG|Nudity|Mature|Crafting|Hentai|Sexual Content|Fantasy|Simulation|Singleplayer|Cute|Anime|Turn-Based|NSFW|Great Soundtrack
Sherlock Holmes: Crimes and Punishments,2014.0,77.0,8.0,9.640488656195462,12.64,14.54,15.21,2.5700000000000003,Horror|First-Person|Story Rich|Historical|Crime|Action|Adventure|Atmospheric|Puzzle|Investigation|Detective|FPS|Mature|Classic|Mystery|Indie|Singleplayer|Choices Matter|Anime|Third Person|Open World
Black The Fall,2017.0,72.0,6.0,3.5240793201133145,3.18,3.62,3.98,0.7999999999999998,Horror|Story Rich|Dystopian |Side Scroller|Action|Adventure|2.5D|Stealth|Platformer|Political|Atmospheric|Puzzle|Noir|Early Access|Classic|Survival|Indie|Retro|Singleplayer|Alternate History|Dark|Cinematic|Sci-fi
Void Bastards,2019.0,81.0,8.0,6.273700305810397,8.46,13.51,24.66,16.2,Horror|Procedural Generation|First-Person|Strategy|Action|Stealth|Action Roguelike|Gore|FPS|Comic Book|Crafting|Survival|Indie|Cartoony|Shooter|Singleplayer|Space|Violent|Immersive Sim|Stylized|Sci-fi
Mega Man Legacy Collection,2015.0,85.0,8.0,6.420152091254753,15.94,21.16,41.58,25.64,Robots|Horror|Side Scroller|Action|Pixel Graphics|Futuristic|Old School|Platformer|Controller|2D Platformer|1980s|Classic|Indie|Retro|Shooter|Remake|Singleplayer|Anime|2D|Difficult|Great Soundtrack|Sci-fi
Escape Dead Island,2014.0,52.0,5.0,1.6290630975143403,6.25,8.88,17.82,11.57,Horror|Zombies|Multiplayer|Action|Adventure|Stealth|Atmospheric|Free to Play|Gore|Co-op|Third-Person Shooter|Survival Horror|Survival|Cartoony|Singleplayer|Online Co-Op|Anime|Third Person|Hack and Slash|Open World|Metroidvania
