name,year,metacritic_rating,reviewer_rating,positivity_ratio,to_beat_main,to_beat_extra,to_beat_completionist,extra_content_length,tags
Hacknet,2015.0,82.0,8.0,14.548520302821748,7.06,8.73,10.75,3.69,Horror|Story Rich|Hacking|Crime|Multiplayer|Dystopian |Strategy|Adventure|Atmospheric|Puzzle|Cyberpunk|Detective|Programming|Massively Multiplayer|Typing|Casual|Indie|Simulation|Singleplayer|Great Soundtrack|Choices Matter|Education|2D|Difficult|Logic|Illuminati|Sci-fi
Baba Is You,2019.0,87.0,9.0,49.39718309859155,6.84,19.28,46.7,39.86,Horror|Sokoban|Strategy|Level Editor|Pixel Graphics|Atmospheric|Puzzle|Surreal|Psychological Horror|Top-Down|Programming|Souls-like|Nudity|Funny|Sexual Content|Casual|Indie|Retro|Singleplayer|Great Soundtrack|Cute|2D|Minimalist|Difficult|Logic
Human Resource Machine,2015.0,78.0,8.0,15.220833333333331,4.18,7.57,9.52,5.34,Automation|Resource Management|Puzzle|Comedy|Programming|Satire|Touch-Friendly|Funny|Casual|Indie|Simulation|Singleplayer|Great Soundtrack|Education|2D|Difficult|Experimental|Logic|Sandbox
Opus Magnum,2017.0,90.0,9.0,37.97744360902256,15.24,26.06,42.6,27.36,Automation|Building|Steampunk|Puzzle|Casual|Indie|Hex Grid|2D|Logic|Difficult|Simulation|Great Soundtrack|Singleplayer|Sandbox|Early Access|Programming
Lightmatter,2020.0,73.0,8.0,10.567961165048544,3.9,4.44,6.0,2.1,First-Person|Lore-Rich|Futuristic|Old School|Adventure|Atmospheric|Puzzle|Free to Play|Science|Controller|Narration|Dynamic Narration|FPS|3D|Indie|Dark Comedy|Dark|Difficult|Logic|Sci-fi
Mars Horizon,2020.0,71.0,8.0,5.299019607843137,12.82,34.5,92.87,80.05000000000001,Historical|Space Sim|Strategy|Resource Management|Building|Physics|Exploration|Management|Science|Mars|Logic|Singleplayer|Simulation|Alternate History|Space|Choices Matter|Education|Immersive Sim|Turn-Based|Stylized
Munin,2014.0,68.0,8.0,4.64935064935065,7.07,9.23,11.25,4.18,Strategy|Adventure|Platformer|Physics|Atmospheric|Puzzle|Surreal|Female Protagonist|Beautiful|2D Platformer|Mythology|Casual|Indie|Singleplayer|Hand-drawn|Abstract|Dark|2D|Difficult|Logic
Murder by Numbers,2020.0,79.0,8.0,5.577114427860696,20.28,26.8,34.21,13.93,Story Rich|Visual Novel|Crime|Adventure|Puzzle|Investigation|Female Protagonist|Detective|Comic Book|Mystery|Indie|Cartoony|Singleplayer|Great Soundtrack|Colorful|Interactive Fiction|Anime|Conversation|2D|Conspiracy|Logic
The Pedestrian,2020.0,81.0,9.0,35.625,4.05,4.09,4.32,0.2700000000000004,Side Scroller|Adventure|2.5D|Platformer|Building|Atmospheric|Crowdfunded|Puzzle|Surreal|Female Protagonist|2D Platformer|Relaxing|Kickstarter|3D|Mystery|Casual|Indie|Singleplayer|Emotional|Great Soundtrack|Colorful|Cute|Family Friendly|Minimalist|Logic
Evan's Remains,2020.0,75.0,8.0,7.568627450980392,2.96,3.3,3.54,0.5800000000000001,Story Rich|Visual Novel|Pixel Graphics|Adventure|Platformer|Atmospheric|Puzzle|Female Protagonist|Mystery|Casual|Indie|Thriller|Singleplayer|Great Soundtrack|Colorful|Cute|Anime|2D|Logic
Youropa,2018.0,80.0,8.0,6.944444444444445,5.57,7.12,7.8,2.2299999999999995,Character Action Game|Action-Adventure|Level Editor|Action|Driving|Adventure|Parkour|Platformer|Building|Physics|Atmospheric|Exploration|Puzzle|Character Customization|Surreal|Relaxing|3D|Indie|Singleplayer|Colorful|Abstract|3D Platformer|Third Person|Family Friendly|Logic|Metroidvania
A Little to the Left,2022.0,76.0,8.0,7.474164133738602,3.24,4.07,6.55,3.31,Multiplayer|Pixel Graphics|Cozy|Puzzle|Free to Play|Relaxing|Funny|Casual|Indie|Linear|Singleplayer|Wholesome|Hand-drawn|Colorful|Cute|Hidden Object|Family Friendly|2D|Logic|Cats
Filament,2020.0,82.0,8.0,7.921875,18.09,24.17,34.16,16.069999999999997,Story Rich|Strategy|Puzzle|Top-Down|Female Protagonist|Beautiful|Casual|Indie|Logic|Minigames|Singleplayer|Space|Great Soundtrack|Colorful|2D|Minimalist|Difficult|Replay Value|Sandbox|Sci-fi
Felix The Reaper,2019.0,71.0,6.0,2.730769230769231,4.59,8.28,10.96,6.370000000000001,Sokoban|Story Rich|Historical|Strategy|Adventure|Stealth|Romance|Puzzle|Isometric|Comedy|Funny|3D|Casual|Indie|Replay Value|Dark Humor|Singleplayer|Great Soundtrack|Music|Grid-Based Movement|Logic
Sokobond,2014.0,82.0,8.0,13.891891891891891,7.22,7.31,8.45,1.2299999999999995,Sokoban|Strategy|Puzzle|Science|Controller|Relaxing|Casual|Indie|Logic|Singleplayer|Great Soundtrack|Colorful|Abstract|Cute|Education|Family Friendly|2D|Minimalist|Difficult|Stylized
The Gardens Between,2018.0,80.0,8.0,15.545454545454543,2.5,2.59,2.74,0.2400000000000002,Story Rich|Nostalgia|Adventure|Soundtrack|Atmospheric|Puzzle|Walking Simulator|Surreal|Controller|Female Protagonist|1980s|Relaxing|3D|Mystery|Casual|Indie|Short|Logic|Linear|Singleplayer|Emotional|Great Soundtrack|Time Travel|Time Manipulation|Family Friendly|Narrative|Stylized
Relicta,2020.0,74.0,5.0,2.0854700854700856,14.17,19.14,24.05,9.88,Snow|Character Action Game|Story Rich|First-Person|Action-Adventure|Action|Physics|Exploration|Puzzle|Science|Narration|Female Protagonist|3D|Casual|Mars|Singleplayer|Colorful|Logic|Sci-fi
Vandals,2018.0,74.0,8.0,5.3,1.0,1.5,5.62,4.62,Clicker|Puzzle|Casual|Isometric|Strategy|Hidden Object|Indie|Turn-Based|Family Friendly|Tactical|Top-Down|2D|Adventure|Logic|Singleplayer|Turn-Based Tactics|Stealth
Doors,2016.0,40.0,5.0,1.6929824561403508,1.61,1.74,2.0,0.3899999999999999,Horror|Atmospheric|Puzzle|Strategy|Indie|Walking Simulator|Adventure|Logic
Please Fix The Road,2022.0,80.0,8.0,5.1875,3.5,6.1,9.88,6.380000000000001,Building|Atmospheric|Puzzle|City Builder|Controller|Top-Down|Transportation|Relaxing|Casual|Indie|Tutorial|Logic|Singleplayer|Simulation|Colorful|Cute|Family Friendly|Minimalist|Difficult|Stylized
Room to Grow,2021.0,76.0,8.0,22.666666666666668,2.9,8.75,13.75,10.85,Relaxing|Sokoban|Cute|Puzzle|Casual|Stylized|Strategy|Indie|2D|Difficult|Logic|Singleplayer
A Fold Apart,2020.0,77.0,8.0,4.611111111111111,2.62,2.68,2.84,0.2199999999999997,Story Rich|Side Scroller|Strategy|Adventure|Platformer|Atmospheric|Romance|Puzzle|Controller|Female Protagonist|Classic|Funny|3D|Casual|Indie|Short|Linear|Singleplayer|Emotional|Wholesome|Great Soundtrack|Drama|Colorful|Cute|Conversation|Family Friendly|Logic
Espire 1: VR Operative,2019.0,68.0,5.0,1.1041666666666667,4.75,6.0,8.0,3.25,Voice Control|Story Rich|First-Person|Action|Adventure|VR|Military|Stealth|Atmospheric|Free to Play|Cyberpunk|Tactical|FPS|Nudity|Shooter|Singleplayer|Nonlinear|Violent|Sandbox|Sci-fi
Among Us,2018.0,85.0,8.0,11.186978696764928,8.69,16.33,23.43,14.74,Multiplayer|Action|Free to Play|Co-op|Top-Down|Local Co-Op|Local Multiplayer|Funny|Casual|Survival|Indie|Cartoony|Social Deduction|Minigames|PvP|Party Game|Space|Psychological|Colorful|Aliens|Online Co-Op|2D|Sci-fi
Don't Starve Together,2016.0,83.0,9.0,23.81272873891198,36.54,108.87,295.39,258.85,Horror|Multiplayer|Strategy|Action|Adventure|Atmospheric|Exploration|Co-op|Early Access|Crafting|Funny|Survival Horror|Survival|Indie|Singleplayer|Simulation|PvP|Online Co-Op|Open World Survival Craft|2D|Difficult|Open World|Sandbox
Stardew Valley,2016.0,89.0,9.0,55.22507374631268,52.51,89.99,156.96,104.45000000000002,Horror|Multiplayer|Pixel Graphics|Dating Sim|Building|Atmospheric|Memes|Psychological Horror|Female Protagonist|RPG|Open World|Relaxing|Crafting|Casual|Indie|Retro|Life Sim|Singleplayer|Simulation|Farming Sim|Cute|Fishing|Agriculture|2D|Great Soundtrack|Sandbox
Hollow Knight,2017.0,87.0,9.0,34.59528463229905,26.78,41.19,61.79,35.01,Story Rich|Side Scroller|Action|Adventure|Platformer|Atmospheric|Exploration|Controller|Co-op|Open World|Dark Fantasy|Souls-like|Multiple Endings|Indie|Singleplayer|Hand-drawn|Cute|Gothic|2D|Difficult|Great Soundtrack|Metroidvania
Guacamelee! Super Turbo Championship Edition,2014.0,80.0,8.0,12.125,7.05,9.9,15.69,8.64,Action-Adventure|Side Scroller|Action|Adventure|Fighting|Platformer|Memes|Co-op|Local Co-Op|Local Multiplayer|Comedy|Funny|Indie|Wrestling|Singleplayer|Colorful|2D|Metroidvania|Great Soundtrack|4 Player Local
Kathy Rain,2016.0,77.0,8.0,12.054744525547443,5.84,6.38,6.4,0.5600000000000005,Horror|Story Rich|Visual Novel|Pixel Graphics|Adventure|Atmospheric|Exploration|Puzzle|Psychological Horror|Narration|Female Protagonist|Comedy|RPG|Detective|Noir|Classic|Funny|Mystery|Casual|Indie|Retro|Shooter|Cult Classic|Singleplayer|Supernatural|Hand-drawn|Choices Matter|Third Person|2D|Great Soundtrack
Fallout Shelter,2017.0,63.0,8.0,7.798013245033113,17.39,50.3,89.54,72.15,Multiplayer|Strategy|Action|Adventure|Building|Atmospheric|Management|Free to Play|Psychological Horror|RPG|Post-apocalyptic|Crafting|Funny|Casual|Survival|Simulation|Singleplayer|2D|Great Soundtrack|Sandbox
Factorio,2020.0,90.0,9.0,31.877207225492185,48.41,90.97,218.46,170.05,Automation|Multiplayer|Strategy|Pixel Graphics|Resource Management|Building|Management|City Builder|Co-op|Early Access|Crafting|Trains|Survival|Casual|Moddable|Indie|Simulation|Singleplayer|Aliens|Tower Defense|2D|Open World|Sandbox|Sci-fi
BattleBlock Theater®,2014.0,85.0,9.0,35.74688346883469,10.21,16.45,40.35,30.14,Multiplayer|Side Scroller|Level Editor|Action|Adventure|Platformer|Team-Based|Puzzle|Co-op|Local Co-Op|Narration|Local Multiplayer|Comedy|2D Platformer|Funny|Casual|Indie|Singleplayer|Online Co-Op|2D|Difficult|Great Soundtrack|Sandbox|Cats
Vampire Survivors,2022.0,87.0,9.0,76.48629600626468,11.01,21.92,42.88,31.870000000000005,Action|Pixel Graphics|Action Roguelike|Vampire|Action RPG|Score Attack|Controller|RPG|Early Access|Auto Battler|Dark Fantasy|1980s|Arcade|Casual|Indie|Retro|Singleplayer|Bullet Hell|2D
Prison Architect,2015.0,83.0,8.0,9.56440924519153,16.61,42.64,62.52,45.91,Multiplayer|Strategy|Action|RTS|Resource Management|Colony Sim|Building|Management|City Builder|Top-Down|Comedy|Early Access|Sandbox|Funny|Casual|Moddable|Indie|Capitalism|Singleplayer|Simulation|2D|Replay Value|Economy
MultiVersus,2022.0,78.0,8.0,6.222307692307692,3.01,77.62,95.0,91.99,Multiplayer|Superhero|Action|Memes|Free to Play|Character Customization|Competitive|2D Fighter|Co-op|2D Platformer|1980s|Comic Book|Funny|Fantasy|Hand-drawn|Colorful|Choices Matter|Cartoon|2D
Dead Cells,2018.0,89.0,9.0,34.36134006913055,14.03,29.64,85.4,71.37,Procedural Generation|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Action Roguelike|Atmospheric|RPG|Early Access|Dark Fantasy|Souls-like|Funny|Indie|Replay Value|Perma Death|Singleplayer|Hack and Slash|2D|Difficult|Roguevania|Great Soundtrack|Metroidvania
Little Nightmares,2017.0,81.0,8.0,18.011669849352852,3.55,4.8,7.66,4.11,Horror|Story Rich|Strategy|Action|Adventure|2.5D|Stealth|Platformer|Atmospheric|Puzzle|Psychological Horror|Female Protagonist|Survival Horror|Indie|Short|Singleplayer|Dark|Cute|3D Platformer|Third Person|2D|Great Soundtrack
Divide By Sheep,2015.0,83.0,8.0,9.974025974025974,4.73,5.91,7.58,2.85,Relaxing|Touch-Friendly|Cute|Funny|Puzzle|Casual|Isometric|Strategy|Indie|Gore|Shooter|Dark Humor|2D|Difficult|Adventure|Great Soundtrack|Singleplayer
Slay the Spire,2019.0,89.0,9.0,46.30912343470483,11.68,45.05,207.23,195.55,Procedural Generation|Multiplayer|Strategy|Card Game|Mouse only|Free to Play|RPG|Early Access|Roguelike Deckbuilder|Touch-Friendly|Casual|Deckbuilding|Fantasy|Card Battler|Indie|Replay Value|Singleplayer|Addictive|Dungeon Crawler|Turn-Based|2D|Difficult|Great Soundtrack
Cuphead,2017.0,88.0,9.0,27.5511092680904,10.41,15.74,24.64,14.23,Multiplayer|Side Scroller|Action|Adventure|Platformer|Atmospheric|Co-op|Local Co-Op|Funny|Indie|Cartoony|Retro|Singleplayer|Bullet Hell|Hand-drawn|Colorful|Cartoon|2D|Difficult|Great Soundtrack
Starbound,2016.0,81.0,8.0,9.724581724581723,24.76,57.54,161.78,137.02,Multiplayer|Action|Pixel Graphics|Adventure|Platformer|Building|Atmospheric|Exploration|Co-op|RPG|Early Access|Relaxing|Crafting|Survival|Indie|Singleplayer|Space|Great Soundtrack|Online Co-Op|Open World Survival Craft|2D|Open World|Sandbox|Sci-fi
Undertale,2015.0,92.0,9.0,29.145247148288973,6.76,10.91,20.8,14.04,Horror|Story Rich|Pixel Graphics|Dating Sim|Memes|Psychological Horror|Comedy|RPG|Multiple Endings|Funny|Indie|Retro|Singleplayer|Bullet Hell|Great Soundtrack|Dark|Cute|Choices Matter|2D|Replay Value
RimWorld,2018.0,87.0,9.0,51.89466797513902,62.98,106.81,377.04,314.06,Procedural Generation|Multiplayer|Strategy|Action|Pixel Graphics|Tactical RPG|Colony Sim|Building|Atmospheric|Management|City Builder|Free to Play|Top-Down|Western|RPG|Early Access|Crafting|Moddable|Survival|Indie|Cartoony|Simulation|Singleplayer|Space|Great Soundtrack|2D|Open World|Sandbox|Sci-fi
Darkest Dungeon®,2016.0,84.0,8.0,10.711490075482248,56.3,80.66,110.63,54.33,Horror|Strategy|Turn-Based Combat|Atmospheric|RPG|Early Access|Dark Fantasy|Kickstarter|Fantasy|Indie|Perma Death|Singleplayer|Dark|Gothic|Lovecraftian|Dungeon Crawler|Turn-Based|2D|Difficult
Enter the Gungeon,2016.0,84.0,9.0,23.58322147651007,22.46,61.14,163.02,140.56,Action-Adventure|Multiplayer|Action|Pixel Graphics|Adventure|Action Roguelike|Top-Down|Co-op|Local Co-Op|Top-Down Shooter|Twin Stick Shooter|Funny|Indie|Shooter|Singleplayer|Bullet Hell|Cute|Dungeon Crawler|Loot|2D|Difficult|Great Soundtrack
Kingdom: Classic,2015.0,74.0,8.0,9.649261603375528,7.45,13.14,22.75,15.3,Multiplayer|Side Scroller|Strategy|Action|Pixel Graphics|Adventure|Resource Management|Colony Sim|Building|Atmospheric|Management|City Builder|Free to Play|Female Protagonist|RPG|Casual|Survival|Fantasy|Indie|Simulation|Singleplayer|Medieval|Tower Defense|2D|Difficult|Great Soundtrack
Crypt of the NecroDancer,2015.0,87.0,9.0,23.855135135135136,14.3,25.31,48.82,34.52,Magic|Procedural Generation|Rhythm|Action|Pixel Graphics|Adventure|Music-Based Procedural Generation|Action Roguelike|Co-op|Top-Down|Local Co-Op|Female Protagonist|RPG|Dark Fantasy|Fantasy|Indie|Retro|Perma Death|Singleplayer|Mystery Dungeon|Medieval|Music|Grid-Based Movement|Dungeon Crawler|Hack and Slash|2D|Difficult|Great Soundtrack
Broforce,2015.0,83.0,9.0,33.20117955439056,7.11,10.05,16.38,9.27,Multiplayer|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Gore|Co-op|Local Co-Op|Local Multiplayer|Comedy|Early Access|Funny|Arcade|Casual|Indie|Retro|Shooter|Epic|America|Simulation|2D
This War of Mine,2014.0,83.0,8.0,18.395342683249535,10.98,18.77,36.29,25.31,Story Rich|Side Scroller|Strategy|Resource Management|Adventure|2.5D|Stealth|Platformer|Atmospheric|Management|Post-apocalyptic|Crafting|Survival|Indie|Singleplayer|Simulation|Emotional|Psychological|Realistic|Drama|Choices Matter|2D|Difficult|Open World|War
Oxygen Not Included,2019.0,86.0,9.0,28.482100938967136,67.65,201.72,561.37,493.72,Space Sim|Multiplayer|Strategy|Resource Management|Adventure|Colony Sim|Building|Exploration|Management|Memes|Early Access|Funny|Survival|Indie|Singleplayer|Simulation|Space|2D|Difficult|Open World|Illuminati|Sandbox|Sci-fi
Jotun: Valhalla Edition,2015.0,79.0,6.0,3.492570170610897,5.2,5.69,6.93,1.7299999999999995,Story Rich|Action-Adventure|Multiplayer|Action|Adventure|Boss Rush|Atmospheric|Exploration|Isometric|Free to Play|Controller|Co-op|Female Protagonist|RPG|Mythology|Souls-like|Nudity|Kickstarter|Fantasy|Indie|Singleplayer|Hand-drawn|Vikings|2D|Difficult|Great Soundtrack
Duck Game,2015.0,82.0,9.0,27.828968903436987,2.14,2.42,105.0,102.86,Horror|Fast-Paced|Multiplayer|Action|Pixel Graphics|Platformer|Memes|Competitive|Co-op|Local Co-Op|Local Multiplayer|Comedy|1980s|Funny|Casual|Indie|Retro|Shooter|Anime|2D|Great Soundtrack|4 Player Local
SpeedRunners,2016.0,84.0,8.0,15.369759773904851,2.15,9.51,14.58,12.43,Fast-Paced|Multiplayer|Level Editor|Superhero|Action|Parkour|Platformer|Free to Play|Competitive|Controller|Co-op|Local Multiplayer|Local Co-Op|Comedy|Early Access|Racing|Funny|Arcade|Indie|Sports|Singleplayer|2D|4 Player Local
Katana ZERO,2019.0,83.0,9.0,53.08309990662932,4.68,6.09,10.67,5.99,Fast-Paced|Story Rich|Action|Pixel Graphics|Platformer|Cyberpunk|Gore|2D Platformer|Noir|Indie|Retro|Singleplayer|Ninja|Time Manipulation|Violent|Hack and Slash|2D|Difficult|Great Soundtrack|Metroidvania|Sci-fi
Children of Morta,2019.0,82.0,8.0,8.681658878504672,14.15,18.39,27.27,13.12,Magic|Procedural Generation|Story Rich|Action-Adventure|Multiplayer|Strategy|Action|Pixel Graphics|Adventure|Action Roguelike|Atmospheric|Management|Isometric|Action RPG|Co-op|Local Co-Op|Local Multiplayer|RPG|Beautiful|Multiple Endings|Sandbox|Casual|Fantasy|Indie|Singleplayer|Emotional|Bullet Hell|Violent|Online Co-Op|Choices Matter|Dungeon Crawler|Hack and Slash|2D|Difficult|Great Soundtrack|Economy
Transistor,2014.0,83.0,8.0,16.603355302576393,6.0,8.32,15.61,9.61,Story Rich|Strategy|Action|Adventure|Atmospheric|Isometric|Action RPG|Cyberpunk|Tactical|Narration|Female Protagonist|RPG|Beautiful|Indie|Short|Singleplayer|Hack and Slash|Turn-Based|2D|Great Soundtrack|Sci-fi
GRIS,2018.0,84.0,9.0,28.460611677479147,3.54,4.1,6.35,2.81,Story Rich|Adventure|Platformer|Atmospheric|Exploration|Puzzle|Walking Simulator|Surreal|Female Protagonist|Beautiful|Nudity|Relaxing|Sexual Content|Casual|Indie|Singleplayer|Hand-drawn|Colorful|Anime|2D|Great Soundtrack|Metroidvania
Skul: The Hero Slayer,2021.0,80.0,8.0,13.375041820006691,20.47,33.19,51.79,31.32,Story Rich|Action-Adventure|Multiplayer|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Action Roguelike|Atmospheric|Beautiful|Early Access|Villain Protagonist|Nudity|Fantasy|Indie|Singleplayer|Cute|Hack and Slash|2D|Difficult|Metroidvania
Celeste,2018.0,88.0,9.0,42.22740524781341,8.28,13.82,37.06,28.78,Story Rich|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Atmospheric|Exploration|Psychological Horror|Female Protagonist|2D Platformer|Funny|Casual|Indie|Retro|Precision Platformer|Singleplayer|Cute|Anime|2D|Difficult|Great Soundtrack|Metroidvania
Unheard - Voices of Crime,2019.0,72.0,9.0,27.743915343915344,4.01,5.51,7.04,3.03,Horror|RPG|Story Rich|Atmospheric|Mystery|Crime|Puzzle|Multiplayer|Indie|Short|Investigation|2D|Singleplayer|Top-Down|Simulation|Detective
Beholder,2016.0,75.0,8.0,10.919638372677047,6.07,10.08,19.69,13.62,Horror|Story Rich|Dystopian |Multiplayer|Strategy|Adventure|Stealth|Political|Atmospheric|Political Sim|RPG|Multiple Endings|3D|Indie|Dark Humor|Simulation|Singleplayer|Violent|Dark|Choices Matter|2D|Difficult|Great Soundtrack
Graveyard Keeper,2018.0,69.0,8.0,6.35795836131632,45.18,55.32,68.99,23.809999999999995,Story Rich|Multiplayer|Pixel Graphics|Adventure|Building|Management|Gore|RPG|Crafting|Mystery|Fantasy|Indie|Dark Humor|Singleplayer|Simulation|Violent|Dark|Medieval|Agriculture|2D|Sandbox
Rain World,2017.0,66.0,8.0,12.939014202172096,21.81,29.39,44.86,23.05,Horror|Action|Pixel Graphics|Adventure|Stealth|Platformer|Physics|Atmospheric|Exploration|2D Platformer|Souls-like|Post-apocalyptic|Survival Horror|Survival|Indie|Simulation|Singleplayer|Great Soundtrack|Cute|2D|Difficult|Open World|Metroidvania
Turmoil,2016.0,73.0,8.0,13.073529411764708,8.15,12.76,24.66,16.509999999999998,Historical|Multiplayer|Strategy|Resource Management|PvE|Management|Free to Play|Western|Asynchronous Multiplayer|Turn-Based Tactics|Early Access|Relaxing|Funny|Mining|Casual|Survival|Time Management|Indie|Capitalism|Simulation|Singleplayer|PvP|Turn-Based Strategy|Real Time Tactics|2D|Economy
OMORI,2020.0,87.0,9.0,46.21184320266889,20.98,28.21,71.57,50.58999999999999,Horror|Story Rich|Pixel Graphics|Atmospheric|Exploration|Psychological Horror|RPG|JRPG|RPGMaker|Multiple Endings|Fantasy|Indie|Party-Based RPG|Great Soundtrack|Hand-drawn|Colorful|Anime|Turn-Based|2D|Stylized|Cats
ICEY,2016.0,84.0,8.0,9.644158151932476,2.7,3.18,5.29,2.59,Character Action Game|Spectacle fighter|Multiplayer|Side Scroller|Action|Adventure|Platformer|Cyberpunk|Narration|Female Protagonist|RPG|Nudity|Funny|Indie|Singleplayer|Great Soundtrack|Lovecraftian|Anime|Hack and Slash|2D|Open World|Metroidvania|Sci-fi
Armello,2015.0,75.0,8.0,4.53069526627219,1.74,17.25,99.22,97.48,4X|Lore-Rich|Multiplayer|Strategy|Grand Strategy|Card Game|Tactical RPG|Adventure|Atmospheric|RPG|Early Access|Dark Fantasy|Multiple Endings|Kickstarter|3D|Benchmark|Fantasy|Tabletop|Indie|Singleplayer|PvP|Hand-drawn|Cute|Turn-Based Strategy|Turn-Based|Hex Grid|2D|Great Soundtrack|Board Game
SUNLESS SEA,2015.0,81.0,8.0,4.928522804628999,18.66,56.63,117.31,98.65,Horror|Story Rich|Steampunk|Adventure|Atmospheric|Exploration|Top-Down|RPG|Open World|Kickstarter|Survival|Indie|Singleplayer|Dark|Gothic|Lovecraftian|2D|Great Soundtrack|Sandbox
Barotrauma,2023.0,81.0,8.0,12.771545427987146,31.55,55.0,138.85,107.3,Horror|Multiplayer|Strategy|Action|Atmospheric|Management|Gore|Co-op|Early Access|Underwater|Survival Horror|Moddable|Survival|Indie|Dark Humor|Singleplayer|Simulation|Naval|Submarine|Violent|2D|Difficult|Sci-fi
Darkwood,2017.0,80.0,8.0,17.912938331318017,18.43,28.1,41.71,23.28,Horror|Multiplayer|Action|Adventure|Building|Atmospheric|Exploration|Gore|Psychological Horror|Co-op|Top-Down|RPG|Early Access|Nudity|Crafting|Survival Horror|Survival|Indie|Singleplayer|Inventory Management|Dark|Lovecraftian|2D|Difficult|Open World
Dwarf Fortress,2022.0,93.0,9.0,19.478435305917756,74.6,200.0,200.0,125.4,Procedural Generation|Strategy|Pixel Graphics|Tactical RPG|Colony Sim|Turn-Based Combat|City Builder|Psychological Horror|RPG|Sandbox|Moddable|Survival|Fantasy|Indie|Singleplayer|Simulation|Medieval|2D|Difficult|Economy
Punch Club,2016.0,73.0,8.0,4.181351582549187,10.25,13.48,22.93,12.68,Story Rich|Multiplayer|Strategy|Action|Pixel Graphics|Fighting|Atmospheric|Management|Boxing|Free to Play|2D Fighter|Comedy|RPG|Funny|Arcade|Casual|Time Management|Indie|Cartoony|Retro|Simulation|Singleplayer|Choices Matter|2D|Difficult|Great Soundtrack|Sports
My Friend Pedro,2019.0,81.0,9.0,23.08216619981326,4.08,5.12,8.07,3.99,Fast-Paced|Multiplayer|Side Scroller|Action|2.5D|Parkour|Platformer|Physics|Memes|Gore|Controller|Comedy|Funny|Indie|Blood|Shooter|Singleplayer|Bullet Time|Violent|2D|Great Soundtrack
Battle Brothers,2017.0,80.0,8.0,7.481209503239741,31.65,52.87,81.85,50.2,Procedural Generation|Strategy|Tactical RPG|Turn-Based Combat|CRPG|Character Customization|Tactical|RPG|Turn-Based Tactics|Open World|Early Access|Fantasy|Indie|Replay Value|Perma Death|Simulation|Singleplayer|Medieval|Turn-Based Strategy|Turn-Based|2D|Difficult|Great Soundtrack|Sandbox
VA-11 Hall-A: Cyberpunk Bartender Action,2016.0,77.0,9.0,41.00529100529101,0.22,0.3,0.37,0.15,Story Rich|Visual Novel|Dystopian |Transhumanism|Pixel Graphics|Adventure|Atmospheric|Memes|Cyberpunk|Female Protagonist|Comedy|Nudity|Funny|Casual|Indie|Life Sim|Simulation|Singleplayer|Cute|Choices Matter|Anime|2D|Great Soundtrack|Sci-fi
GUILTY GEAR -STRIVE-,2021.0,85.0,8.0,10.75647980711272,4.95,27.72,45.79,40.84,Story Rich|Lore-Rich|Multiplayer|Action|Fighting|2.5D|Combat|2D Fighter|Local Multiplayer|3D|Arcade|Casual|Fantasy|Singleplayer|PvP|Drama|Anime|Cinematic|2D|Great Soundtrack
Hyper Light Drifter,2016.0,84.0,8.0,14.281279397930383,7.8,11.85,26.82,19.02,Action|Pixel Graphics|Adventure|Atmospheric|Exploration|Memes|Action RPG|Top-Down|RPG|Souls-like|Post-apocalyptic|Kickstarter|Fantasy|Indie|Singleplayer|Colorful|Hack and Slash|2D|Difficult|Great Soundtrack|Metroidvania|Sci-fi
Streets of Rage 4,2020.0,84.0,8.0,12.369957081545063,3.19,6.33,25.97,22.78,Co-op Campaign|Action-Adventure|Multiplayer|Side Scroller|Action|Adventure|Fighting|Co-op|Local Co-Op|Local Multiplayer|Sequel|Classic|Arcade|Casual|Indie|Retro|Hand-drawn|Colorful|Online Co-Op|Family Friendly|2D|Great Soundtrack
12 is Better Than 6,2015.0,74.0,8.0,5.311510031678986,4.63,6.1,6.77,2.14,Fast-Paced|Story Rich|Historical|Multiplayer|Action|Adventure|Atmospheric|Memes|GameMaker|Gore|Co-op|Top-Down|Western|RPG|FPS|Open World|Top-Down Shooter|Funny|Arcade|Indie|Retro|Dark Humor|Blood|Shooter|Singleplayer|Great Soundtrack|Hand-drawn|Violent|Music|Loot|2D|Difficult|Stylized
Serial Cleaner,2017.0,64.0,8.0,6.225181598062954,4.87,6.42,9.59,4.72,Puzzle|Casual|Indie|Action|Gore|Blood|2D|Top-Down|Adventure|Singleplayer|Stealth|Early Access
Door Kickers,2014.0,83.0,8.0,17.431952662721894,6.93,17.18,37.22,30.29,Multiplayer|Strategy|Level Editor|Action|RTS|Adventure|Puzzle|Tactical|Real-Time with Pause|Top-Down|Co-op|Touch-Friendly|Top-Down Shooter|Moddable|Indie|Shooter|Singleplayer|Simulation|Real Time Tactics|2D|Difficult|Replay Value
Wuppo: Definitive Edition,2016.0,78.0,8.0,17.93258426966292,8.26,11.12,16.03,7.770000000000001,Story Rich|Action|Pixel Graphics|Adventure|Platformer|Exploration|Puzzle|Score Attack|Co-op|Local Co-Op|RPG|2D Platformer|Open World|Funny|Indie|Singleplayer|Hand-drawn|Colorful|Cute|Family Friendly|2D|Difficult|Great Soundtrack|Metroidvania
